fs_hz,samples,duration_s,seed,truth_deg,kernel_half_width,relative_waveform_l2,propagation_angular_difference_deg,oracle_angular_error_deg,fir_angular_error_deg
96000,4096,0.042666666666666665,29,127.37,16,1.3250405889231258e-06,-4.104716558117616e-05,-0.4433231364615722,-0.4433641836271818
96000,4096,0.042666666666666665,29,127.37,32,2.7055468416597173e-06,-1.7969394718875265e-05,-0.4433231364615722,-0.44334110585629105
96000,4096,0.042666666666666665,29,127.37,64,2.429636013720267e-06,6.372664302034536e-06,-0.4433231364615722,-0.44331676379727014
96000,4096,0.042666666666666665,29,157.37,16,1.8134416095473359e-06,-4.680036514059793e-05,0.1809358063734976,0.180889006008357
96000,4096,0.042666666666666665,29,157.37,32,3.6960667348119555e-06,-2.045955992002746e-05,0.1809358063734976,0.18091534681357757
96000,4096,0.042666666666666665,29,157.37,64,3.3172094687227806e-06,7.230266163560373e-06,0.1809358063734976,0.18094303663966116
96000,4096,0.042666666666666665,29,187.37,16,5.741154600499352e-07,-1.3526475100889002e-05,0.4405590350231705,0.44054550854809804
96000,4096,0.042666666666666665,29,187.37,32,1.1733346659991212e-06,-5.922098210930926e-06,0.4405590350231705,0.440553112924988
96000,4096,0.042666666666666665,29,187.37,64,1.0543535020121027e-06,2.103584705537287e-06,0.4405590350231705,0.44056113860790447
96000,4096,0.042666666666666665,29,217.37,16,1.5761927100901938e-06,-3.2975452768368996e-06,-0.17817476890161288,-0.17817806644688972
96000,4096,0.042666666666666665,29,217.37,32,3.2158822118853387e-06,-1.444491800839387e-06,-0.17817476890161288,-0.17817621339344214
96000,4096,0.042666666666666665,29,217.37,64,2.886162851380898e-06,5.24411774449618e-07,-0.17817476890161288,-0.17817424448986685
96000,4096,0.042666666666666665,29,247.37,16,1.3250405845562432e-06,-4.104716506958539e-05,-0.4433231364615722,-0.4433641836266702
96000,4096,0.042666666666666665,29,247.37,32,2.705546840360171e-06,-1.796939449150159e-05,-0.4433231364615722,-0.4433411058561205
96000,4096,0.042666666666666665,29,247.37,64,2.42963601431907e-06,6.372664529408212e-06,-0.4433231364615722,-0.44331676379704277
96000,4096,0.042666666666666665,29,277.37,16,1.8134416072566354e-06,-4.6800365083754514e-05,0.18093580637366813,0.1808890060086128
96000,4096,0.042666666666666665,29,277.37,32,3.6960667341443085e-06,-2.045955994844917e-05,0.18093580637366813,0.18091534681371968
96000,4096,0.042666666666666665,29,277.37,64,3.3172094690329277e-06,7.230265907764988e-06,0.18093580637366813,0.1809430366395759
